Airport;Terminal;Date;Hour;U.S. Citizen;;Non U.S. Citizen;;All;;;;;;;;;;;;
;;;;;;;;Wait Times;;Number Of Passengers Time Interval;;;;;;;;;;
;;;;Average Wait;Max Wait;Average Wait;Max Wait;Average Wait;Max Wait;0-15;16-30;31-45;46-60;61-90;91-120;120 plus;Excluded;Total;Flights;Booths
;;;;Time;Time;Time;Time;Time;Time;;;;;;;;;;;
LAX;Tom Bradley International Terminal;6/19/2019;1500 - 1600;13;37;45;102;30;102;337;376;58;22;112;71;0;29;1005;3;38
LAX;Tom Bradley International Terminal;6/19/2019;1600 - 1700;11;50;25;66;18;66;848;399;189;119;28;0;0;59;1642;6;35
LAX;Tom Bradley International Terminal;6/19/2019;1700 - 1800;14;51;21;63;17;63;937;682;191;54;2;0;0;56;1922;8;33
LAX;Tom Bradley International Terminal;6/19/2019;1800 - 1900;10;41;16;42;12;42;1483;655;76;0;0;0;0;76;2290;11;25
LAX;Tom Bradley International Terminal;6/19/2019;1900 - 2000;17;73;23;74;20;74;993;869;258;111;63;0;0;73;2367;9;25
LAX;Tom Bradley International Terminal;6/19/2019;2000 - 2100;17;64;28;67;21;67;468;536;90;58;40;0;0;35;1227;7;19
LAX;Tom Bradley International Terminal;6/19/2019;2100 - 2200;28;89;39;98;34;98;125;445;331;211;90;7;0;64;1273;6;19
LAX;Tom Bradley International Terminal;6/19/2019;2200 - 2300;23;62;33;67;28;67;113;483;182;83;19;0;0;28;908;7;18
LAX;Tom Bradley International Terminal;6/19/2019;2300 - 0000;25;82;33;83;29;83;128;426;139;62;83;0;0;23;861;7;12
LAX;Satellite 2;6/20/2019;0600 - 0700;15;19;0;0;15;19;4;4;0;0;0;0;0;1;9;1;0
LAX;Satellite 2;6/20/2019;0900 - 1000;14;44;18;48;17;48;99;100;22;5;0;0;0;7;233;1;5
LAX;Satellite 2;6/20/2019;1000 - 1100;5;12;9;17;8;17;52;2;0;0;0;0;0;1;55;1;3
LAX;Satellite 2;6/20/2019;1100 - 1200;11;26;13;28;12;28;83;50;0;0;0;0;0;5;138;1;6
LAX;Satellite 2;6/20/2019;1200 - 1300;8;31;13;31;11;31;243;98;2;0;0;0;0;11;354;2;6
LAX;Satellite 2;6/20/2019;1300 - 1400;16;37;20;37;18;37;152;178;43;0;0;0;0;10;383;2;6
LAX;Satellite 2;6/20/2019;1400 - 1500;7;14;14;14;8;14;146;0;0;0;0;0;0;1;147;1;4
LAX;Satellite 2;6/20/2019;1600 - 1700;10;29;10;29;10;29;247;46;0;0;0;0;0;7;300;2;3
LAX;Satellite 2;6/20/2019;1700 - 1800;13;33;25;43;16;43;206;153;40;0;0;0;0;14;413;2;6
LAX;Satellite 2;6/20/2019;1800 - 1900;20;58;27;63;23;63;201;180;136;41;5;0;0;19;582;4;7
LAX;Satellite 2;6/20/2019;2300 - 0000;30;31;0;0;30;31;0;3;4;0;0;0;0;0;7;1;0
LAX;Satellite 7;6/20/2019;0500 - 0600;13;16;0;0;13;16;5;3;0;0;0;0;0;0;8;1;0
LAX;Satellite 7;6/20/2019;0600 - 0700;9;16;0;0;9;16;4;1;0;0;0;0;0;1;6;1;0
LAX;Satellite 7;6/20/2019;1000 - 1100;11;22;11;22;11;22;149;24;0;0;0;0;0;4;177;1;4
LAX;Satellite 7;6/20/2019;1100 - 1200;7;26;11;26;8;26;155;16;0;0;0;0;0;4;175;1;5
LAX;Satellite 7;6/20/2019;1300 - 1400;11;13;0;0;11;13;6;0;0;0;0;0;0;1;7;1;0
LAX;Satellite 7;6/20/2019;1400 - 1500;14;34;13;23;14;34;183;118;16;0;0;0;0;9;326;2;3
LAX;Satellite 7;6/20/2019;1500 - 1600;14;28;18;28;15;28;79;68;0;0;0;0;0;4;151;1;3
LAX;Satellite 7;6/20/2019;1600 - 1700;15;33;15;28;15;33;170;137;6;0;0;0;0;7;320;2;7
LAX;Satellite 7;6/20/2019;1700 - 1800;19;55;32;73;23;73;389;416;229;63;17;0;0;32;1146;6;9
LAX;Satellite 7;6/20/2019;2000 - 2100;24;32;0;0;24;32;4;11;4;0;0;0;0;0;19;2;0
LAX;Terminal 4;6/20/2019;1000 - 1100;29;66;42;75;34;75;12;120;90;16;32;0;0;7;277;1;4
LAX;Terminal 4;6/20/2019;1300 - 1400;10;31;21;44;13;44;187;33;27;0;0;0;0;7;254;1;5
LAX;Terminal 4;6/20/2019;1400 - 1500;8;27;20;55;14;55;178;53;15;14;0;0;0;7;267;1;5
LAX;Terminal 4;6/20/2019;1500 - 1600;21;43;34;70;30;70;27;118;94;17;13;0;0;9;278;1;7
LAX;Terminal 4;6/20/2019;1600 - 1700;14;51;22;50;17;51;141;85;27;12;0;0;0;9;274;1;7
LAX;Terminal 4;6/20/2019;1800 - 1900;7;8;0;0;7;8;6;0;0;0;0;0;0;0;6;1;0
LAX;Tom Bradley International Terminal;6/20/2019;0500 - 0600;7;30;18;49;13;49;343;115;37;10;0;0;0;16;521;2;19
LAX;Tom Bradley International Terminal;6/20/2019;0600 - 0700;12;41;27;80;23;80;905;452;88;145;193;0;0;62;1845;6;23
LAX;Tom Bradley International Terminal;6/20/2019;0700 - 0800;7;40;22;61;18;61;543;133;147;88;2;0;0;29;942;4;18
LAX;Tom Bradley International Terminal;6/20/2019;0800 - 0900;8;31;14;34;12;34;521;188;29;0;0;0;0;23;761;3;24
LAX;Tom Bradley International Terminal;6/20/2019;0900 - 1000;13;39;15;40;14;40;518;332;33;0;0;0;0;28;911;5;24
LAX;Tom Bradley International Terminal;6/20/2019;1000 - 1100;7;40;14;69;11;69;1026;331;68;12;4;0;0;49;1490;6;31
LAX;Tom Bradley International Terminal;6/20/2019;1100 - 1200;11;55;16;57;15;57;914;463;144;9;0;0;0;46;1576;6;22
LAX;Tom Bradley International Terminal;6/20/2019;1200 - 1300;9;75;14;78;12;78;965;378;28;2;8;0;0;37;1418;7;22
LAX;Tom Bradley International Terminal;6/20/2019;1300 - 1400;13;81;21;91;17;91;1200;556;225;81;61;1;0;62;2186;7;28
LAX;Tom Bradley International Terminal;6/20/2019;1400 - 1500;21;73;31;97;27;97;770;586;409;247;145;16;0;66;2239;9;26
LAX;Tom Bradley International Terminal;6/20/2019;1500 - 1600;13;64;25;65;19;65;1077;308;97;240;31;0;0;52;1805;6;29
LAX;Tom Bradley International Terminal;6/20/2019;1600 - 1700;8;45;20;58;14;58;891;238;145;40;0;0;0;40;1354;6;24
LAX;Tom Bradley International Terminal;6/20/2019;1700 - 1800;9;36;14;37;12;37;1153;435;23;0;0;0;0;53;1664;6;26
LAX;Tom Bradley International Terminal;6/20/2019;1800 - 1900;13;42;16;46;14;46;1025;537;126;1;0;0;0;60;1749;8;25
LAX;Tom Bradley International Terminal;6/20/2019;1900 - 2000;13;43;19;55;17;55;837;747;149;24;0;0;0;55;1812;8;23
LAX;Tom Bradley International Terminal;6/20/2019;2000 - 2100;14;46;15;47;14;47;901;600;65;5;0;0;0;47;1618;8;22
LAX;Tom Bradley International Terminal;6/20/2019;2100 - 2200;11;53;19;54;15;54;772;229;169;23;0;0;0;60;1253;6;20
LAX;Tom Bradley International Terminal;6/20/2019;2200 - 2300;16;53;26;61;21;61;337;505;148;69;3;0;0;35;1097;7;19
LAX;Tom Bradley International Terminal;6/20/2019;2300 - 0000;18;56;23;56;21;56;305;479;125;33;0;0;0;26;968;7;17
LAX;Satellite 2;6/21/2019;0600 - 0700;4;6;0;0;4;6;5;0;0;0;0;0;0;1;6;1;0
LAX;Satellite 2;6/21/2019;0700 - 0800;9;12;0;0;9;12;11;0;0;0;0;0;0;1;12;1;0
LAX;Satellite 2;6/21/2019;0900 - 1000;12;26;17;36;15;36;109;100;8;0;0;0;0;7;224;1;4
LAX;Satellite 2;6/21/2019;1000 - 1100;7;22;7;13;7;22;105;7;0;0;0;0;0;4;116;2;4
LAX;Satellite 2;6/21/2019;1100 - 1200;14;46;18;55;17;55;236;193;33;16;0;0;0;16;494;3;9
LAX;Satellite 2;6/21/2019;1200 - 1300;7;24;18;37;14;37;123;70;23;0;0;0;0;5;221;1;12
LAX;Satellite 2;6/21/2019;1300 - 1400;10;20;12;22;11;22;148;41;0;0;0;0;0;6;195;1;7
LAX;Satellite 2;6/21/2019;1400 - 1500;8;20;10;17;8;20;142;8;0;0;0;0;0;5;155;1;4
LAX;Satellite 2;6/21/2019;1500 - 1600;1;3;0;0;1;3;4;0;0;0;0;0;0;2;6;1;0
LAX;Satellite 2;6/21/2019;1600 - 1700;13;54;21;54;17;54;284;140;88;7;0;0;0;15;534;3;11
LAX;Satellite 2;6/21/2019;1700 - 1800;9;21;11;16;9;21;172;13;0;0;0;0;0;4;189;3;5
LAX;Satellite 2;6/21/2019;1800 - 1900;12;39;19;43;14;43;372;166;61;0;0;0;0;21;620;4;6
LAX;Satellite 2;6/21/2019;2200 - 2300;24;26;0;0;24;26;0;12;0;0;0;0;0;0;12;2;0
LAX;Satellite 5;6/21/2019;2000 - 2100;0;0;32;36;32;36;0;2;4;0;0;0;0;0;6;1;1
LAX;Satellite 7;6/21/2019;0600 - 0700;10;11;0;0;10;11;6;0;0;0;0;0;0;0;6;1;0
LAX;Satellite 7;6/21/2019;1000 - 1100;16;36;18;25;16;36;83;87;5;0;0;0;0;5;180;1;6
LAX;Satellite 7;6/21/2019;1100 - 1200;7;21;13;28;9;28;160;27;0;0;0;0;0;6;193;1;5
LAX;Satellite 7;6/21/2019;1400 - 1500;12;25;15;23;12;25;233;87;0;0;0;0;0;9;329;2;3
LAX;Satellite 7;6/21/2019;1500 - 1600;14;28;24;50;23;50;90;132;50;21;0;0;0;10;303;1;9
LAX;Satellite 7;6/21/2019;1600 - 1700;9;17;9;16;9;17;293;23;0;0;0;0;0;10;326;2;5
LAX;Satellite 7;6/21/2019;1700 - 1800;13;68;27;76;17;76;530;316;88;25;21;0;0;29;1009;5;9
LAX;Terminal 4;6/21/2019;1000 - 1100;25;46;36;59;28;59;25;144;70;22;0;0;0;7;268;1;5
LAX;Terminal 4;6/21/2019;1200 - 1300;7;40;25;56;15;56;168;22;21;21;0;0;0;8;240;1;6
LAX;Terminal 4;6/21/2019;1400 - 1500;14;45;31;73;23;73;235;190;92;21;37;0;0;17;592;3;7
LAX;Terminal 4;6/21/2019;1500 - 1600;9;11;0;0;9;11;9;0;0;0;0;0;0;0;9;1;0
LAX;Terminal 4;6/21/2019;1600 - 1700;14;40;25;48;18;48;137;114;33;10;0;0;0;9;303;1;8
LAX;Terminal 4;6/21/2019;2000 - 2100;13;27;0;0;13;27;6;2;0;0;0;0;0;1;9;1;0
LAX;Tom Bradley International Terminal;6/21/2019;0000 - 0100;6;33;10;34;8;34;109;17;4;0;0;0;0;7;137;1;8
LAX;Tom Bradley International Terminal;6/21/2019;0600 - 0700;7;25;22;71;18;71;1321;340;141;225;33;0;0;65;2125;7;21
LAX;Tom Bradley International Terminal;6/21/2019;0700 - 0800;6;43;18;51;15;51;436;172;93;21;0;0;0;17;739;3;21
LAX;Tom Bradley International Terminal;6/21/2019;0800 - 0900;9;21;12;25;11;25;336;112;0;0;0;0;0;13;461;2;17
LAX;Tom Bradley International Terminal;6/21/2019;0900 - 1000;13;103;28;115;23;115;1101;548;174;126;138;69;0;67;2223;9;23
LAX;Tom Bradley International Terminal;6/21/2019;1000 - 1100;13;65;34;105;25;105;371;241;14;40;83;43;0;30;822;3;23
LAX;Tom Bradley International Terminal;6/21/2019;1100 - 1200;9;48;16;64;14;64;746;188;79;39;10;0;0;35;1097;5;21
LAX;Tom Bradley International Terminal;6/21/2019;1200 - 1300;12;65;29;83;21;83;1124;398;106;168;188;0;0;63;2047;8;25
LAX;Tom Bradley International Terminal;6/21/2019;1300 - 1400;16;69;30;92;22;92;973;575;210;30;199;3;0;61;2051;8;24
LAX;Tom Bradley International Terminal;6/21/2019;1400 - 1500;21;105;45;123;35;123;781;701;382;87;309;214;8;79;2561;9;31
LAX;Tom Bradley International Terminal;6/21/2019;1500 - 1600;15;111;46;113;32;113;763;526;219;57;214;179;0;59;2017;6;33
LAX;Tom Bradley International Terminal;6/21/2019;1600 - 1700;10;63;27;77;18;77;1132;346;70;121;109;0;0;50;1828;7;28
LAX;Tom Bradley International Terminal;6/21/2019;1700 - 1800;18;72;26;77;23;77;746;703;344;115;87;0;0;63;2058;8;29
LAX;Tom Bradley International Terminal;6/21/2019;1800 - 1900;14;43;15;49;15;49;896;660;90;3;0;0;0;53;1702;8;28
LAX;Tom Bradley International Terminal;6/21/2019;1900 - 2000;14;52;20;60;18;60;719;430;237;60;0;0;0;43;1489;6;26
LAX;Tom Bradley International Terminal;6/21/2019;2000 - 2100;18;54;31;101;24;101;792;1055;290;74;131;30;0;72;2444;9;26
LAX;Tom Bradley International Terminal;6/21/2019;2100 - 2200;19;57;39;118;29;118;340;378;170;28;68;62;0;36;1082;7;19
LAX;Tom Bradley International Terminal;6/21/2019;2200 - 2300;14;65;25;71;19;71;395;246;27;47;62;0;0;23;800;5;22
LAX;Tom Bradley International Terminal;6/21/2019;2300 - 0000;17;43;21;52;19;52;350;369;116;4;0;0;0;27;866;6;15
LAX;Satellite 2;6/22/2019;0700 - 0800;8;12;10;10;8;12;8;0;0;0;0;0;0;0;8;1;0
LAX;Satellite 2;6/22/2019;0900 - 1000;17;45;23;56;20;56;94;103;45;9;0;0;0;8;259;1;2
LAX;Satellite 2;6/22/2019;1000 - 1100;10;46;15;46;11;46;201;17;9;4;0;0;0;8;239;2;3
LAX;Satellite 2;6/22/2019;1100 - 1200;19;69;31;104;24;104;199;203;46;23;33;11;0;17;532;3;6
LAX;Satellite 2;6/22/2019;1200 - 1300;32;94;76;136;55;136;78;59;96;76;76;50;52;14;501;2;6
LAX;Satellite 2;6/22/2019;1300 - 1400;37;101;48;101;40;101;31;9;67;74;2;5;0;4;192;1;3
LAX;Satellite 2;6/22/2019;1400 - 1500;8;16;8;16;8;16;146;7;0;0;0;0;0;5;158;1;3
LAX;Satellite 2;6/22/2019;1600 - 1700;11;28;8;22;10;28;238;54;0;0;0;0;0;10;302;2;2
LAX;Satellite 2;6/22/2019;1700 - 1800;12;38;20;45;14;45;235;139;22;0;0;0;0;14;410;3;5
LAX;Satellite 2;6/22/2019;1800 - 1900;17;42;20;42;18;42;186;185;52;0;0;0;0;13;436;2;5
LAX;Satellite 2;6/22/2019;2100 - 2200;22;24;0;0;22;24;0;7;0;0;0;0;0;0;7;1;0
LAX;Satellite 7;6/22/2019;0500 - 0600;11;12;0;0;11;12;5;0;0;0;0;0;0;1;6;1;0
LAX;Satellite 7;6/22/2019;1000 - 1100;10;42;21;51;13;51;295;64;26;10;0;0;0;13;408;2;8
LAX;Satellite 7;6/22/2019;1100 - 1200;10;31;19;34;11;34;135;25;6;0;0;0;0;4;170;1;6
LAX;Satellite 7;6/22/2019;1200 - 1300;7;18;7;10;7;18;152;8;0;0;0;0;0;3;163;1;3
LAX;Satellite 7;6/22/2019;1300 - 1400;11;20;10;15;11;20;147;24;0;0;0;0;0;5;176;1;4
LAX;Satellite 7;6/22/2019;1400 - 1500;11;25;13;25;11;25;233;77;0;0;0;0;0;11;321;2;6
LAX;Satellite 7;6/22/2019;1600 - 1700;11;32;15;40;12;40;514;227;21;0;0;0;0;23;785;4;9
LAX;Satellite 7;6/22/2019;1700 - 1800;19;53;28;53;20;53;375;539;190;10;0;0;0;30;1144;7;9
LAX;Satellite 7;6/22/2019;1800 - 1900;19;31;20;28;19;31;27;133;2;0;0;0;0;4;166;1;7
LAX;Terminal 4;6/22/2019;1000 - 1100;26;60;33;63;29;63;1;185;74;26;5;0;0;9;300;1;5
LAX;Terminal 4;6/22/2019;1300 - 1400;16;75;34;75;24;75;229;188;55;52;39;0;0;16;579;2;6
LAX;Terminal 4;6/22/2019;1400 - 1500;10;41;25;61;18;61;160;94;11;26;3;0;0;7;301;2;6
LAX;Terminal 4;6/22/2019;1600 - 1700;11;43;24;56;16;56;182;52;19;23;0;0;0;7;283;1;6
LAX;Terminal 4;6/22/2019;2000 - 2100;12;20;0;0;12;20;12;3;0;0;0;0;0;0;15;1;0
LAX;Tom Bradley International Terminal;6/22/2019;0000 - 0100;7;19;15;49;12;49;97;26;2;3;0;0;0;3;131;1;11
LAX;Tom Bradley International Terminal;6/22/2019;0500 - 0600;8;22;14;28;12;28;174;67;0;0;0;0;0;6;247;1;20
LAX;Tom Bradley International Terminal;6/22/2019;0600 - 0700;8;34;15;38;13;38;942;469;49;0;0;0;0;39;1499;5;24
LAX;Tom Bradley International Terminal;6/22/2019;0700 - 0800;10;35;14;35;13;35;530;336;16;0;0;0;0;22;904;4;19
LAX;Tom Bradley International Terminal;6/22/2019;0800 - 0900;10;24;13;35;12;35;389;147;13;0;0;0;0;17;566;2;21
LAX;Tom Bradley International Terminal;6/22/2019;0900 - 1000;13;61;26;95;21;95;1162;750;170;106;149;18;0;73;2428;9;28
LAX;Tom Bradley International Terminal;6/22/2019;1000 - 1100;9;74;30;104;23;104;614;239;107;73;136;17;0;36;1222;5;26
LAX;Tom Bradley International Terminal;6/22/2019;1100 - 1200;13;43;23;72;18;72;715;341;93;136;17;0;0;45;1347;6;23
LAX;Tom Bradley International Terminal;6/22/2019;1200 - 1300;13;54;26;87;20;87;1163;551;360;137;91;0;0;74;2376;10;31
LAX;Tom Bradley International Terminal;6/22/2019;1300 - 1400;17;63;36;85;26;85;471;606;140;87;161;0;0;44;1509;6;30
LAX;Tom Bradley International Terminal;6/22/2019;1400 - 1500;10;74;25;82;19;82;1392;314;55;255;137;0;0;75;2228;8;35
LAX;Tom Bradley International Terminal;6/22/2019;1500 - 1600;15;54;30;86;23;86;1167;789;440;294;69;0;0;84;2843;10;38
LAX;Tom Bradley International Terminal;6/22/2019;1600 - 1700;19;62;28;67;23;67;698;760;531;148;12;0;0;70;2219;8;33
LAX;Tom Bradley International Terminal;6/22/2019;1700 - 1800;11;53;20;53;15;53;654;270;83;26;0;0;0;30;1063;4;34
LAX;Tom Bradley International Terminal;6/22/2019;1800 - 1900;14;53;16;53;15;53;1406;348;265;80;0;0;0;63;2162;9;29
LAX;Tom Bradley International Terminal;6/22/2019;1900 - 2000;13;60;16;60;15;60;802;406;44;45;0;0;0;35;1332;6;29
LAX;Tom Bradley International Terminal;6/22/2019;2000 - 2100;13;41;15;40;14;41;528;427;30;0;0;0;0;29;1014;5;22
LAX;Tom Bradley International Terminal;6/22/2019;2100 - 2200;18;77;34;112;27;112;826;802;431;175;221;19;0;81;2555;11;27
LAX;Tom Bradley International Terminal;6/22/2019;2200 - 2300;18;73;31;73;21;73;272;451;66;15;31;0;0;22;857;6;19
LAX;Tom Bradley International Terminal;6/22/2019;2300 - 0000;13;38;14;38;14;38;489;282;38;0;0;0;0;26;835;5;14
LAX;Satellite 2;6/23/2019;0700 - 0800;9;12;0;0;9;12;6;0;0;0;0;0;0;1;7;1;0
LAX;Satellite 2;6/23/2019;0900 - 1000;19;60;21;60;20;60;96;97;17;21;0;0;0;8;239;1;4
LAX;Satellite 2;6/23/2019;1000 - 1100;8;27;11;27;10;27;168;32;0;0;0;0;0;5;205;2;3
LAX;Satellite 2;6/23/2019;1100 - 1200;20;44;24;46;21;46;158;228;127;1;0;0;0;17;531;3;8
LAX;Satellite 2;6/23/2019;1200 - 1300;18;45;26;58;22;58;175;203;107;35;0;0;0;22;542;2;7
LAX;Satellite 2;6/23/2019;1300 - 1400;8;17;10;17;9;17;172;8;0;0;0;0;0;5;185;1;5
LAX;Satellite 2;6/23/2019;1400 - 1500;9;16;9;12;9;16;149;5;0;0;0;0;0;5;159;1;3
LAX;Satellite 2;6/23/2019;1500 - 1600;11;25;11;25;11;25;116;39;0;0;0;0;0;3;158;1;3
LAX;Satellite 2;6/23/2019;1600 - 1700;14;25;19;42;16;42;171;164;38;0;0;0;0;7;380;2;6
LAX;Satellite 2;6/23/2019;1700 - 1800;24;62;43;66;28;66;143;74;141;66;14;0;0;10;448;3;5
LAX;Satellite 2;6/23/2019;1800 - 1900;14;34;16;32;14;34;233;150;7;0;0;0;0;11;401;3;5
LAX;Satellite 2;6/23/2019;1900 - 2000;8;21;11;23;9;23;201;45;0;0;0;0;0;7;253;1;5
LAX;Satellite 2;6/23/2019;2200 - 2300;2;4;0;0;2;4;12;0;0;0;0;0;0;1;13;1;0
LAX;Satellite 2;6/23/2019;2300 - 0000;12;14;0;0;12;14;8;0;0;0;0;0;0;1;9;1;0
LAX;Satellite 7;6/23/2019;1000 - 1100;13;37;17;39;14;39;226;93;19;0;0;0;0;12;350;2;6
LAX;Satellite 7;6/23/2019;1100 - 1200;10;27;14;27;10;27;136;37;0;0;0;0;0;6;179;1;5
LAX;Satellite 7;6/23/2019;1200 - 1300;7;17;7;10;7;17;156;6;0;0;0;0;0;2;164;1;4
LAX;Satellite 7;6/23/2019;1400 - 1500;8;22;9;20;8;22;288;33;0;0;0;0;0;11;332;2;6
LAX;Satellite 7;6/23/2019;1500 - 1600;16;24;16;23;16;24;63;93;0;0;0;0;0;5;161;1;10
LAX;Satellite 7;6/23/2019;1600 - 1700;9;23;11;25;9;25;478;75;0;0;0;0;0;16;569;3;8
LAX;Satellite 7;6/23/2019;1700 - 1800;18;80;19;80;18;80;483;504;57;11;26;0;0;36;1117;7;8
LAX;Satellite 7;6/23/2019;2000 - 2100;24;56;0;0;24;56;7;16;10;1;0;0;0;3;37;4;0
LAX;Terminal 4;6/23/2019;0600 - 0700;11;13;0;0;11;13;6;0;0;0;0;0;0;0;6;1;0
LAX;Terminal 4;6/23/2019;1100 - 1200;14;33;22;48;18;48;133;115;27;7;0;0;0;8;290;1;5
LAX;Terminal 4;6/23/2019;1300 - 1400;10;38;27;58;17;58;377;76;56;38;0;0;0;18;565;2;5
LAX;Terminal 4;6/23/2019;1400 - 1500;7;16;0;0;7;16;9;1;0;0;0;0;0;1;11;1;0
LAX;Terminal 4;6/23/2019;1500 - 1600;10;38;25;66;19;66;154;75;18;30;7;0;0;9;293;2;4
LAX;Terminal 4;6/23/2019;1600 - 1700;27;74;34;74;29;74;13;201;41;19;23;0;0;8;305;1;5
LAX;Terminal 4;6/23/2019;1800 - 1900;26;37;0;0;26;37;4;5;10;0;0;0;0;0;19;2;0
LAX;Terminal 4;6/23/2019;2000 - 2100;20;36;10;10;19;36;10;12;3;0;0;0;0;1;26;2;0
LAX;Tom Bradley International Terminal;6/23/2019;0000 - 0100;12;30;15;30;13;30;157;114;0;0;0;0;0;8;279;2;10
LAX;Tom Bradley International Terminal;6/23/2019;0600 - 0700;10;33;17;52;15;52;1282;585;223;42;0;0;0;60;2192;7;21
LAX;Tom Bradley International Terminal;6/23/2019;0700 - 0800;8;34;11;34;10;34;554;152;8;0;0;0;0;16;730;3;21
LAX;Tom Bradley International Terminal;6/23/2019;0800 - 0900;12;26;11;25;11;26;294;91;0;0;0;0;0;12;397;2;13
LAX;Tom Bradley International Terminal;6/23/2019;0900 - 1000;11;45;16;57;14;57;791;385;85;1;0;0;0;38;1300;6;22
LAX;Tom Bradley International Terminal;6/23/2019;1000 - 1100;11;60;25;58;20;60;832;310;382;138;0;0;0;47;1709;5;25
LAX;Tom Bradley International Terminal;6/23/2019;1100 - 1200;13;55;33;87;25;87;653;408;72;131;196;0;0;45;1505;6;24
LAX;Tom Bradley International Terminal;6/23/2019;1200 - 1300;13;50;32;80;23;80;987;299;123;98;254;0;0;62;1823;8;30
LAX;Tom Bradley International Terminal;6/23/2019;1300 - 1400;13;71;33;77;22;77;1007;572;119;121;224;0;0;56;2099;7;30
LAX;Tom Bradley International Terminal;6/23/2019;1400 - 1500;22;86;35;103;29;103;731;727;317;313;241;15;0;74;2418;8;35
LAX;Tom Bradley International Terminal;6/23/2019;1500 - 1600;15;66;35;86;25;86;880;552;185;155;224;0;0;52;2048;7;37
LAX;Tom Bradley International Terminal;6/23/2019;1600 - 1700;8;33;12;28;9;33;956;197;4;0;0;0;0;33;1190;6;31
LAX;Tom Bradley International Terminal;6/23/2019;1700 - 1800;13;52;17;57;15;57;1329;685;219;27;0;0;0;67;2327;8;34
LAX;Tom Bradley International Terminal;6/23/2019;1800 - 1900;13;45;17;48;15;48;1325;837;178;11;0;0;0;72;2423;10;38
LAX;Tom Bradley International Terminal;6/23/2019;1900 - 2000;12;39;16;39;14;39;929;451;82;0;0;0;0;41;1503;6;27
LAX;Tom Bradley International Terminal;6/23/2019;2000 - 2100;16;71;17;63;17;71;1289;923;243;34;5;0;0;75;2569;11;28
LAX;Tom Bradley International Terminal;6/23/2019;2100 - 2200;15;79;28;78;21;79;622;581;118;117;59;0;0;47;1544;7;21
LAX;Tom Bradley International Terminal;6/23/2019;2200 - 2300;14;70;23;68;17;70;481;259;41;71;10;0;0;27;889;6;16
LAX;Tom Bradley International Terminal;6/23/2019;2300 - 0000;13;35;18;36;14;36;536;360;36;0;0;0;0;31;963;7;13
LAX;Satellite 2;6/24/2019;0600 - 0700;12;15;0;0;12;15;6;0;0;0;0;0;0;0;6;1;0
LAX;Satellite 2;6/24/2019;0700 - 0800;10;11;0;0;10;11;5;0;0;0;0;0;0;1;6;1;0
LAX;Satellite 2;6/24/2019;0900 - 1000;14;31;17;34;16;34;119;117;7;0;0;0;0;8;251;1;4
LAX;Satellite 2;6/24/2019;1100 - 1200;15;47;17;47;15;47;271;216;30;4;0;0;0;15;536;3;8
LAX;Satellite 2;6/24/2019;1200 - 1300;15;48;20;50;18;50;224;215;52;9;0;0;0;22;522;3;9
LAX;Satellite 2;6/24/2019;1400 - 1500;10;15;9;15;10;15;158;0;0;0;0;0;0;4;162;1;4
LAX;Satellite 2;6/24/2019;1500 - 1600;9;19;9;18;9;19;127;15;0;0;0;0;0;3;145;1;4
LAX;Satellite 2;6/24/2019;1700 - 1800;7;15;3;5;6;15;156;0;0;0;0;0;0;3;159;1;5
LAX;Satellite 2;6/24/2019;1800 - 1900;15;36;21;38;17;38;271;302;35;0;0;0;0;13;621;4;6
LAX;Satellite 2;6/24/2019;1900 - 2000;12;28;16;28;13;28;264;166;0;0;0;0;0;12;442;2;6
LAX;Satellite 5;6/24/2019;1400 - 1500;0;0;31;45;31;45;0;7;8;0;0;0;0;1;16;1;1
LAX;Satellite 5;6/24/2019;1800 - 1900;10;11;15;18;13;18;4;2;0;0;0;0;0;1;7;1;1
LAX;Satellite 7;6/24/2019;0600 - 0700;15;23;0;0;15;23;7;4;0;0;0;0;0;1;12;1;0
