Airport;Terminal;Date;Hour;U.S. Citizen;;Non U.S. Citizen;;All;;;;;;;;;;;;
;;;;;;;;Wait Times;;Number Of Passengers Time Interval;;;;;;;;;;
;;;;Average Wait;Max Wait;Average Wait;Max Wait;Average Wait;Max Wait;0-15;16-30;31-45;46-60;61-90;91-120;120 plus;Excluded;Total;Flights;Booths
;;;;Time;Time;Time;Time;Time;Time;;;;;;;;;;;
LAX;Terminal 4;4/14/2019;1400 - 1500;22;44;20;25;22;44;29;112;21;0;0;0;0;5;167;2;3
LAX;Terminal 4;4/14/2019;1600 - 1700;9;47;32;81;19;81;201;30;11;17;25;0;0;8;292;1;4
LAX;Terminal 4;4/14/2019;2000 - 2100;21;31;0;0;21;31;7;8;2;0;0;0;0;0;17;1;0
LAX;Tom Bradley International Terminal;4/14/2019;0500 - 0600;20;58;26;61;23;61;158;481;129;35;4;0;0;23;830;3;17
LAX;Tom Bradley International Terminal;4/14/2019;0600 - 0700;12;53;36;106;28;106;753;675;252;119;214;75;0;69;2157;7;20
LAX;Tom Bradley International Terminal;4/14/2019;0700 - 0800;10;22;26;75;22;75;225;80;17;10;54;0;0;11;397;2;16
LAX;Tom Bradley International Terminal;4/14/2019;0800 - 0900;8;20;14;39;12;39;362;109;17;0;0;0;0;13;501;3;19
LAX;Tom Bradley International Terminal;4/14/2019;0900 - 1000;15;83;21;89;18;89;1456;715;355;139;62;0;0;85;2812;11;23
LAX;Tom Bradley International Terminal;4/14/2019;1000 - 1100;12;46;18;66;15;66;685;325;156;26;8;0;0;43;1243;5;20
LAX;Tom Bradley International Terminal;4/14/2019;1100 - 1200;9;30;15;38;12;38;710;222;42;0;0;0;0;31;1005;4;22
LAX;Tom Bradley International Terminal;4/14/2019;1200 - 1300;8;64;28;120;21;120;1189;387;291;119;137;35;0;67;2225;8;27
LAX;Tom Bradley International Terminal;4/14/2019;1300 - 1400;10;85;40;109;23;109;513;320;38;26;89;35;0;38;1059;5;18
LAX;Tom Bradley International Terminal;4/14/2019;1400 - 1500;15;112;46;129;34;129;1059;664;263;155;271;269;19;85;2785;10;34
LAX;Tom Bradley International Terminal;4/14/2019;1500 - 1600;16;90;49;114;35;114;689;582;278;79;188;233;0;60;2109;8;35
LAX;Tom Bradley International Terminal;4/14/2019;1600 - 1700;4;68;28;77;20;77;239;13;7;1;76;0;0;7;343;1;32
LAX;Tom Bradley International Terminal;4/14/2019;1700 - 1800;14;56;26;68;18;68;1126;317;387;77;31;0;0;60;1998;8;28
LAX;Tom Bradley International Terminal;4/14/2019;1800 - 1900;10;44;20;53;15;53;1190;431;267;38;0;0;0;60;1986;8;29
LAX;Tom Bradley International Terminal;4/14/2019;1900 - 2000;13;41;22;57;17;57;811;698;242;33;0;0;0;56;1840;8;26
LAX;Tom Bradley International Terminal;4/14/2019;2000 - 2100;19;71;29;72;24;72;691;896;350;158;75;0;0;77;2247;10;24
LAX;Tom Bradley International Terminal;4/14/2019;2100 - 2200;16;57;20;58;17;58;238;186;61;19;0;0;0;16;520;3;14
LAX;Tom Bradley International Terminal;4/14/2019;2200 - 2300;18;48;22;54;20;54;326;799;149;13;0;0;0;45;1332;9;17
LAX;Tom Bradley International Terminal;4/14/2019;2300 - 0000;11;39;17;41;13;41;368;185;21;0;0;0;0;18;592;4;11
LAX;Satellite 2;4/15/2019;0600 - 0700;8;11;0;0;8;11;7;0;0;0;0;0;0;0;7;1;0
LAX;Satellite 2;4/15/2019;0900 - 1000;10;25;13;31;13;31;111;53;3;0;0;0;0;4;171;2;5
LAX;Satellite 2;4/15/2019;1000 - 1100;11;32;15;35;14;35;161;91;12;0;0;0;0;9;273;2;6
LAX;Satellite 2;4/15/2019;1100 - 1200;11;35;15;45;14;45;190;131;14;0;0;0;0;8;343;2;6
LAX;Satellite 2;4/15/2019;1200 - 1300;14;27;18;29;16;29;60;91;0;0;0;0;0;5;156;1;8
LAX;Satellite 2;4/15/2019;1300 - 1400;9;21;12;24;10;24;299;113;0;0;0;0;0;13;425;2;9
LAX;Satellite 2;4/15/2019;1500 - 1600;10;31;14;30;11;31;248;66;1;0;0;0;0;6;321;2;4
LAX;Satellite 2;4/15/2019;1700 - 1800;10;24;12;23;10;24;265;45;0;0;0;0;0;8;318;2;5
LAX;Satellite 2;4/15/2019;1800 - 1900;17;49;33;70;24;70;204;179;125;32;27;0;0;18;585;3;5
LAX;Satellite 7;4/15/2019;0600 - 0700;13;17;0;0;13;17;3;2;0;0;0;0;0;1;6;1;0
LAX;Satellite 7;4/15/2019;1000 - 1100;8;26;12;28;9;28;186;36;0;0;0;0;0;6;228;1;4
LAX;Satellite 7;4/15/2019;1200 - 1300;9;15;9;12;9;15;137;0;0;0;0;0;0;4;141;1;4
LAX;Satellite 7;4/15/2019;1300 - 1400;8;27;8;15;8;27;167;5;0;0;0;0;0;7;179;2;4
LAX;Satellite 7;4/15/2019;1400 - 1500;7;15;10;13;7;15;169;0;0;0;0;0;0;9;178;1;3
LAX;Satellite 7;4/15/2019;1600 - 1700;13;54;29;79;21;79;257;156;80;26;19;0;0;16;554;3;8
LAX;Satellite 7;4/15/2019;1700 - 1800;18;47;24;73;20;73;172;203;47;15;2;0;0;17;456;3;8
LAX;Satellite 7;4/15/2019;1800 - 1900;10;21;10;16;10;21;132;15;0;0;0;0;0;4;151;1;4
LAX;Satellite 7;4/15/2019;2100 - 2200;22;27;0;0;22;27;0;8;0;0;0;0;0;0;8;1;0
LAX;Terminal 4;4/15/2019;0700 - 0800;16;24;0;0;16;24;5;7;0;0;0;0;0;1;13;1;0
LAX;Terminal 4;4/15/2019;1000 - 1100;24;56;42;93;32;93;40;201;52;13;47;5;0;10;368;2;5
LAX;Terminal 4;4/15/2019;1100 - 1200;11;51;23;55;14;55;189;32;20;16;0;0;0;7;264;1;5
LAX;Terminal 4;4/15/2019;1400 - 1500;18;83;22;60;20;83;197;138;35;38;3;0;0;12;423;3;8
LAX;Terminal 4;4/15/2019;1700 - 1800;11;48;19;59;14;59;193;74;12;9;0;0;0;7;295;1;3
LAX;Tom Bradley International Terminal;4/15/2019;0000 - 0100;21;34;24;36;22;36;0;128;18;0;0;0;0;5;151;1;11
LAX;Tom Bradley International Terminal;4/15/2019;0500 - 0600;17;33;26;40;21;40;72;146;49;0;0;0;0;9;276;1;18
LAX;Tom Bradley International Terminal;4/15/2019;0600 - 0700;7;34;23;90;18;90;1389;291;63;105;189;0;0;58;2095;7;18
LAX;Tom Bradley International Terminal;4/15/2019;0700 - 0800;14;50;48;111;34;111;304;240;33;17;65;114;0;23;796;3;20
LAX;Tom Bradley International Terminal;4/15/2019;0800 - 0900;9;40;17;65;14;65;426;87;26;30;11;0;0;19;599;4;17
LAX;Tom Bradley International Terminal;4/15/2019;0900 - 1000;12;73;36;124;27;124;1087;643;203;128;154;159;6;81;2461;10;24
LAX;Tom Bradley International Terminal;4/15/2019;1000 - 1100;12;98;41;115;26;115;783;250;33;24;71;149;0;51;1361;6;22
LAX;Tom Bradley International Terminal;4/15/2019;1100 - 1200;10;101;52;127;33;127;292;94;6;3;72;79;2;19;567;3;20
LAX;Tom Bradley International Terminal;4/15/2019;1200 - 1300;11;122;48;130;36;130;1072;402;111;26;168;393;22;65;2259;9;31
LAX;Tom Bradley International Terminal;4/15/2019;1300 - 1400;12;111;53;138;38;138;749;483;40;15;71;228;138;48;1772;7;26
LAX;Tom Bradley International Terminal;4/15/2019;1400 - 1500;13;132;45;135;35;135;841;345;45;59;100;257;42;54;1743;7;30
LAX;Tom Bradley International Terminal;4/15/2019;1500 - 1600;9;94;48;126;32;126;811;378;78;38;109;243;16;50;1723;5;35
LAX;Tom Bradley International Terminal;4/15/2019;1600 - 1700;10;46;27;83;19;83;598;196;48;92;44;0;0;32;1010;5;23
LAX;Tom Bradley International Terminal;4/15/2019;1700 - 1800;9;49;16;50;13;50;769;232;70;13;0;0;0;34;1118;5;26
LAX;Tom Bradley International Terminal;4/15/2019;1800 - 1900;8;36;14;36;11;36;1465;595;30;0;0;0;0;57;2147;10;25
LAX;Tom Bradley International Terminal;4/15/2019;1900 - 2000;22;88;31;94;26;94;938;878;533;266;182;4;0;82;2883;12;28
LAX;Tom Bradley International Terminal;4/15/2019;2000 - 2100;12;77;32;85;22;85;923;468;117;162;124;0;0;64;1858;9;24
LAX;Tom Bradley International Terminal;4/15/2019;2100 - 2200;17;71;26;72;20;72;287;330;54;20;34;0;0;21;746;5;16
LAX;Tom Bradley International Terminal;4/15/2019;2200 - 2300;16;46;19;51;18;51;327;468;104;21;0;0;0;31;951;7;16
LAX;Tom Bradley International Terminal;4/15/2019;2300 - 0000;19;60;26;62;22;62;243;422;132;56;3;0;0;30;886;6;11
LAX;Satellite 2;4/16/2019;0900 - 1000;10;29;11;25;11;29;171;62;0;0;0;0;0;5;238;3;5
LAX;Satellite 2;4/16/2019;1100 - 1200;20;47;27;54;24;54;137;241;184;25;0;0;0;22;609;4;8
LAX;Satellite 2;4/16/2019;1200 - 1300;23;48;29;51;27;51;42;156;115;14;0;0;0;10;337;2;10
LAX;Satellite 2;4/16/2019;1300 - 1400;9;20;10;22;10;22;157;33;0;0;0;0;0;6;196;1;8
LAX;Satellite 2;4/16/2019;1500 - 1600;9;28;17;28;12;28;197;87;0;0;0;0;0;10;294;2;6
LAX;Satellite 2;4/16/2019;1700 - 1800;8;21;10;18;8;21;135;13;0;0;0;0;0;5;153;1;5
LAX;Satellite 2;4/16/2019;1800 - 1900;10;26;19;46;13;46;464;197;39;2;0;0;0;22;724;4;5
LAX;Satellite 7;4/16/2019;1000 - 1100;11;40;18;45;13;45;200;89;25;0;0;0;0;9;323;2;5
LAX;Satellite 7;4/16/2019;1200 - 1300;4;15;6;11;5;15;85;0;0;0;0;0;0;3;88;1;5
LAX;Satellite 7;4/16/2019;1600 - 1700;17;57;33;113;23;113;438;186;183;47;9;31;0;21;915;5;8
LAX;Satellite 7;4/16/2019;1700 - 1800;18;45;25;84;20;84;193;206;51;5;9;0;0;15;479;3;7
LAX;Satellite 7;4/16/2019;1800 - 1900;9;21;10;14;9;21;82;5;0;0;0;0;0;4;91;2;3
LAX;Satellite 7;4/16/2019;2000 - 2100;22;27;0;0;22;27;1;17;0;0;0;0;0;2;20;2;0
LAX;Satellite 7;4/16/2019;2100 - 2200;16;18;0;0;16;18;1;5;0;0;0;0;0;1;7;1;0
LAX;Terminal 4;4/16/2019;1000 - 1100;10;42;21;52;14;52;175;35;22;14;0;0;0;8;254;1;4
LAX;Terminal 4;4/16/2019;1200 - 1300;11;28;15;31;12;31;162;48;2;0;0;0;0;6;218;1;5
LAX;Terminal 4;4/16/2019;1300 - 1400;11;54;25;66;20;66;189;145;45;25;11;0;0;12;427;2;5
LAX;Terminal 4;4/16/2019;1500 - 1600;23;39;23;39;23;39;25;97;32;0;0;0;0;2;156;1;4
LAX;Terminal 4;4/16/2019;1600 - 1700;11;38;19;43;14;43;193;79;24;0;0;0;0;10;306;1;5
LAX;Terminal 4;4/16/2019;2000 - 2100;12;14;0;0;12;14;7;0;0;0;0;0;0;0;7;1;0
LAX;Tom Bradley International Terminal;4/16/2019;0500 - 0600;20;36;26;39;22;39;20;220;34;0;0;0;0;9;283;1;15
LAX;Tom Bradley International Terminal;4/16/2019;0600 - 0700;10;73;38;130;28;130;1204;639;226;158;286;96;16;84;2709;9;23
LAX;Tom Bradley International Terminal;4/16/2019;0700 - 0800;8;111;55;117;41;117;147;78;100;1;30;92;0;13;461;2;23
LAX;Tom Bradley International Terminal;4/16/2019;0800 - 0900;11;70;26;79;20;79;203;32;13;37;25;0;0;15;325;2;10
LAX;Tom Bradley International Terminal;4/16/2019;0900 - 1000;13;129;45;133;30;133;1322;336;127;39;110;285;60;61;2340;9;25
LAX;Tom Bradley International Terminal;4/16/2019;1000 - 1100;7;106;45;117;24;117;382;39;13;1;7;85;0;16;543;3;18
LAX;Tom Bradley International Terminal;4/16/2019;1100 - 1200;11;90;44;103;30;103;393;235;19;6;160;67;0;30;910;4;24
LAX;Tom Bradley International Terminal;4/16/2019;1200 - 1300;15;97;38;99;29;99;743;329;62;16;229;80;0;86;1545;8;25
LAX;Tom Bradley International Terminal;4/16/2019;1300 - 1400;10;75;40;91;24;91;313;133;7;3;87;7;0;12;562;2;23
LAX;Tom Bradley International Terminal;4/16/2019;1400 - 1500;13;106;48;143;33;143;1064;442;235;143;136;187;104;77;2388;9;26
LAX;Tom Bradley International Terminal;4/16/2019;1500 - 1600;12;80;52;132;36;132;654;270;132;61;69;167;88;46;1487;5;26
LAX;Tom Bradley International Terminal;4/16/2019;1600 - 1700;11;96;38;117;24;117;923;288;88;53;94;105;0;48;1599;7;29
LAX;Tom Bradley International Terminal;4/16/2019;1700 - 1800;9;62;25;76;16;76;722;119;68;21;68;0;0;32;1030;4;22
LAX;Tom Bradley International Terminal;4/16/2019;1800 - 1900;12;35;17;45;15;45;805;512;145;0;0;0;0;41;1503;8;26
LAX;Tom Bradley International Terminal;4/16/2019;1900 - 2000;13;67;19;71;16;71;1435;738;303;53;13;0;0;79;2621;11;29
LAX;Tom Bradley International Terminal;4/16/2019;2000 - 2100;15;53;21;58;18;58;499;555;93;14;0;0;0;35;1196;6;22
LAX;Tom Bradley International Terminal;4/16/2019;2100 - 2200;14;54;22;54;18;54;439;408;166;27;0;0;0;32;1072;6;13
LAX;Tom Bradley International Terminal;4/16/2019;2200 - 2300;7;31;13;35;10;35;486;189;16;0;0;0;0;20;711;4;19
LAX;Tom Bradley International Terminal;4/16/2019;2300 - 0000;16;42;19;43;18;43;300;289;111;0;0;0;0;21;721;5;12
LAX;Satellite 2;4/17/2019;0900 - 1000;5;14;12;30;11;30;110;41;0;0;0;0;0;3;154;1;4
LAX;Satellite 2;4/17/2019;1000 - 1100;8;13;11;23;11;23;69;16;0;0;0;0;0;2;87;1;3
LAX;Satellite 2;4/17/2019;1100 - 1200;23;41;27;56;25;56;105;207;164;33;0;0;0;16;525;3;9
LAX;Satellite 2;4/17/2019;1200 - 1300;12;21;18;45;16;45;184;118;43;0;0;0;0;10;355;2;10
LAX;Satellite 2;4/17/2019;1300 - 1400;11;23;14;23;12;23;116;64;0;0;0;0;0;6;186;1;9
LAX;Satellite 2;4/17/2019;1500 - 1600;7;21;12;26;9;26;246;52;0;0;0;0;0;5;303;2;5
LAX;Satellite 2;4/17/2019;1700 - 1800;8;22;10;23;8;23;140;13;0;0;0;0;0;5;158;1;5
LAX;Satellite 2;4/17/2019;1800 - 1900;17;52;24;54;20;54;234;354;102;19;0;0;0;21;730;4;6
LAX;Satellite 7;4/17/2019;1000 - 1100;13;38;23;51;17;51;178;142;67;11;0;0;0;12;410;2;7
LAX;Satellite 7;4/17/2019;1500 - 1600;9;16;10;16;9;16;140;2;0;0;0;0;0;5;147;1;4
LAX;Satellite 7;4/17/2019;1600 - 1700;12;44;19;59;15;59;375;273;36;18;0;0;0;20;722;4;8
LAX;Satellite 7;4/17/2019;1700 - 1800;14;57;20;60;16;60;213;167;25;9;0;0;0;15;429;3;8
LAX;Satellite 7;4/17/2019;1800 - 1900;12;35;5;7;12;35;72;4;12;0;0;0;0;2;90;1;5
LAX;Satellite 7;4/17/2019;2000 - 2100;16;20;0;0;16;20;4;7;0;0;0;0;0;0;11;1;0
LAX;Terminal 4;4/17/2019;1000 - 1100;17;42;29;59;21;59;95;124;21;21;0;0;0;7;268;1;4
LAX;Terminal 4;4/17/2019;1100 - 1200;9;25;21;48;14;48;165;43;23;5;0;0;0;8;244;1;4
LAX;Terminal 4;4/17/2019;1300 - 1400;6;25;22;54;18;54;141;55;35;23;0;0;0;6;260;1;5
LAX;Terminal 4;4/17/2019;1400 - 1500;22;34;28;52;25;52;30;241;54;9;0;0;0;10;344;3;6
LAX;Terminal 4;4/17/2019;1600 - 1700;9;45;19;45;14;45;190;81;22;0;0;0;0;10;303;1;5
LAX;Terminal 4;4/17/2019;2000 - 2100;14;28;0;0;14;28;14;5;0;0;0;0;0;0;19;1;0
LAX;Tom Bradley International Terminal;4/17/2019;0500 - 0600;24;44;30;55;28;55;14;369;131;30;0;0;0;15;559;2;18
LAX;Tom Bradley International Terminal;4/17/2019;0600 - 0700;8;31;32;118;25;118;836;285;162;141;112;63;0;50;1649;5;21
LAX;Tom Bradley International Terminal;4/17/2019;0700 - 0800;10;44;48;146;33;146;882;240;28;9;57;157;112;50;1535;6;20
LAX;Tom Bradley International Terminal;4/17/2019;0800 - 0900;8;82;29;102;21;102;459;56;15;4;54;42;0;19;649;4;16
LAX;Tom Bradley International Terminal;4/17/2019;0900 - 1000;11;72;35;123;26;123;839;291;52;57;185;85;2;54;1565;7;21
LAX;Tom Bradley International Terminal;4/17/2019;1000 - 1100;16;107;39;123;29;123;609;464;67;65;48;161;4;43;1461;6;18
LAX;Tom Bradley International Terminal;4/17/2019;1100 - 1200;17;65;46;125;34;125;263;255;52;19;56;88;9;24;766;3;19
LAX;Tom Bradley International Terminal;4/17/2019;1200 - 1300;10;76;38;152;30;152;820;171;41;36;70;207;19;41;1405;7;23
LAX;Tom Bradley International Terminal;4/17/2019;1300 - 1400;14;129;59;167;41;167;935;467;147;52;87;89;316;77;2170;8;30
LAX;Tom Bradley International Terminal;4/17/2019;1400 - 1500;17;137;58;143;42;143;344;339;205;141;72;104;105;42;1352;6;27
LAX;Tom Bradley International Terminal;4/17/2019;1500 - 1600;14;68;56;118;38;118;394;351;173;48;136;205;0;40;1347;4;38
LAX;Tom Bradley International Terminal;4/17/2019;1600 - 1700;10;73;35;96;25;96;807;201;68;47;273;5;0;51;1452;5;34
LAX;Tom Bradley International Terminal;4/17/2019;1700 - 1800;9;62;26;78;17;78;832;144;53;87;98;0;0;36;1250;6;23
LAX;Tom Bradley International Terminal;4/17/2019;1800 - 1900;11;60;18;62;15;62;1305;403;254;97;7;0;0;65;2131;10;25
LAX;Tom Bradley International Terminal;4/17/2019;1900 - 2000;16;82;27;95;22;95;1010;669;223;119;160;9;0;66;2256;9;22
LAX;Tom Bradley International Terminal;4/17/2019;2000 - 2100;19;110;43;130;30;130;685;554;162;87;140;120;16;62;1826;11;23
LAX;Tom Bradley International Terminal;4/17/2019;2100 - 2200;15;86;32;93;24;93;400;263;19;76;87;2;0;25;872;4;17
LAX;Tom Bradley International Terminal;4/17/2019;2200 - 2300;16;54;22;58;20;58;209;231;55;31;0;0;0;17;543;4;14
LAX;Tom Bradley International Terminal;4/17/2019;2300 - 0000;15;63;21;69;19;69;418;342;107;41;22;0;0;29;959;7;11
LAX;Satellite 2;4/18/2019;0600 - 0700;9;10;0;0;9;10;6;0;0;0;0;0;0;1;7;1;0
LAX;Satellite 2;4/18/2019;0900 - 1000;10;14;16;37;15;37;82;68;5;0;0;0;0;6;161;2;5
LAX;Satellite 2;4/18/2019;1000 - 1100;6;11;11;27;10;27;78;16;0;0;0;0;0;2;96;1;3
LAX;Satellite 2;4/18/2019;1100 - 1200;17;58;23;63;21;63;296;256;107;56;10;0;0;21;746;4;9
LAX;Satellite 2;4/18/2019;1200 - 1300;14;35;17;38;15;38;75;51;16;0;0;0;0;5;147;1;10
LAX;Satellite 2;4/18/2019;1300 - 1400;8;20;11;23;10;23;138;35;0;0;0;0;0;6;179;1;8
LAX;Satellite 2;4/18/2019;1500 - 1600;9;20;10;20;9;20;130;20;0;0;0;0;0;4;154;1;5
LAX;Satellite 2;4/18/2019;1600 - 1700;7;16;11;25;9;25;257;41;0;0;0;0;0;9;307;2;4
LAX;Satellite 2;4/18/2019;1700 - 1800;12;18;12;12;12;18;14;6;0;0;0;0;0;0;20;2;0
LAX;Satellite 2;4/18/2019;1800 - 1900;10;36;15;40;12;40;374;139;17;0;0;0;0;16;546;3;5
LAX;Satellite 2;4/18/2019;1900 - 2000;11;22;10;22;11;22;145;23;0;0;0;0;0;1;169;1;5
LAX;Satellite 7;4/18/2019;0600 - 0700;11;13;0;0;11;13;7;0;0;0;0;0;0;1;8;1;0
LAX;Satellite 7;4/18/2019;1000 - 1100;8;33;17;41;11;41;292;65;24;0;0;0;0;8;389;2;6
LAX;Satellite 7;4/18/2019;1300 - 1400;9;20;12;20;9;20;113;11;0;0;0;0;0;3;127;1;4
LAX;Satellite 7;4/18/2019;1500 - 1600;12;22;12;22;12;22;112;39;0;0;0;0;0;2;153;1;4
LAX;Satellite 7;4/18/2019;1600 - 1700;9;24;14;30;11;30;275;95;0;0;0;0;0;12;382;2;8
LAX;Satellite 7;4/18/2019;1700 - 1800;21;57;23;57;22;57;217;404;94;48;0;0;0;20;783;5;8
LAX;Satellite 7;4/18/2019;1800 - 1900;10;24;9;11;10;24;115;17;0;0;0;0;0;4;136;1;5
LAX;Satellite 7;4/18/2019;2000 - 2100;30;35;0;0;30;35;0;16;18;0;0;0;0;2;36;2;0
LAX;Satellite 7;4/18/2019;2100 - 2200;27;37;0;0;27;37;0;4;2;0;0;0;0;1;7;1;0
LAX;Terminal 4;4/18/2019;0600 - 0700;15;24;0;0;15;24;9;3;0;0;0;0;0;0;12;1;0
LAX;Terminal 4;4/18/2019;1000 - 1100;9;43;22;54;14;54;196;53;16;12;0;0;0;8;285;1;4
LAX;Terminal 4;4/18/2019;1200 - 1300;22;50;30;54;25;54;30;183;43;13;0;0;0;9;278;1;6
LAX;Terminal 4;4/18/2019;1300 - 1400;8;29;22;53;18;53;139;92;21;24;0;0;0;9;285;1;6
LAX;Terminal 4;4/18/2019;1400 - 1500;25;68;38;79;31;79;15;193;123;19;24;0;0;11;385;2;6
LAX;Terminal 4;4/18/2019;1700 - 1800;9;63;22;69;15;69;195;69;4;7;15;0;0;9;299;1;4
LAX;Terminal 4;4/18/2019;2000 - 2100;9;12;0;0;9;12;5;0;0;0;0;0;0;1;6;1;0
LAX;Tom Bradley International Terminal;4/18/2019;0500 - 0600;19;40;35;81;27;81;140;204;96;33;38;0;0;17;528;2;20
LAX;Tom Bradley International Terminal;4/18/2019;0600 - 0700;9;60;31;92;25;92;1043;628;154;193;275;1;0;71;2365;8;22
LAX;Tom Bradley International Terminal;4/18/2019;0700 - 0800;7;49;30;101;22;101;776;221;29;50;172;26;0;39;1313;5;20
LAX;Tom Bradley International Terminal;4/18/2019;0800 - 0900;11;37;23;88;19;88;517;257;62;71;47;0;0;30;984;4;19
LAX;Tom Bradley International Terminal;4/18/2019;0900 - 1000;10;42;36;113;26;113;872;359;98;66;190;87;0;61;1733;8;26
LAX;Tom Bradley International Terminal;4/18/2019;1000 - 1100;11;104;39;114;27;114;523;244;37;11;72;90;0;28;1005;4;24
LAX;Tom Bradley International Terminal;4/18/2019;1100 - 1200;9;44;35;107;25;107;595;199;27;21;190;20;0;33;1085;5;19
LAX;Tom Bradley International Terminal;4/18/2019;1200 - 1300;10;77;35;93;26;93;1187;395;86;16;449;10;0;68;2211;9;38
LAX;Tom Bradley International Terminal;4/18/2019;1300 - 1400;10;45;36;90;29;90;621;371;62;39;338;0;0;42;1473;6;28
LAX;Tom Bradley International Terminal;4/18/2019;1400 - 1500;13;93;35;106;28;106;784;430;235;202;204;39;0;58;1952;8;26
LAX;Tom Bradley International Terminal;4/18/2019;1500 - 1600;14;85;44;101;34;101;660;587;123;79;395;103;0;59;2006;7;30
LAX;Tom Bradley International Terminal;4/18/2019;1600 - 1700;16;76;44;116;32;116;603;509;247;61;264;98;0;64;1846;7;26
LAX;Tom Bradley International Terminal;4/18/2019;1700 - 1800;11;81;32;97;23;97;1099;392;42;81;279;14;0;64;1971;8;23
LAX;Tom Bradley International Terminal;4/18/2019;1800 - 1900;14;81;23;79;19;81;323;138;60;33;36;0;0;19;609;4;16
LAX;Tom Bradley International Terminal;4/18/2019;1900 - 2000;12;70;25;85;20;85;903;467;170;153;48;0;0;50;1791;9;25
LAX;Tom Bradley International Terminal;4/18/2019;2000 - 2100;18;60;29;104;24;104;514;961;317;59;67;11;0;62;1991;9;25
LAX;Tom Bradley International Terminal;4/18/2019;2100 - 2200;17;67;35;105;27;105;391;410;62;23;102;46;0;33;1067;6;23
LAX;Tom Bradley International Terminal;4/18/2019;2200 - 2300;15;76;25;87;21;87;433;179;68;88;26;0;0;25;819;6;16
LAX;Tom Bradley International Terminal;4/18/2019;2300 - 0000;14;62;23;87;19;87;371;249;50;43;24;0;0;25;762;6;8
LAX;Satellite 2;4/19/2019;0900 - 1000;8;21;14;26;13;26;117;72;0;0;0;0;0;3;192;2;7
LAX;Satellite 2;4/19/2019;1000 - 1100;14;25;17;28;15;28;89;99;0;0;0;0;0;5;193;2;9
LAX;Satellite 2;4/19/2019;1100 - 1200;12;32;13;32;12;32;217;108;6;0;0;0;0;8;339;2;10
LAX;Satellite 2;4/19/2019;1200 - 1300;14;35;23;39;20;39;128;206;55;0;0;0;0;8;397;2;10
LAX;Satellite 2;4/19/2019;1300 - 1400;8;20;10;20;9;20;162;15;0;0;0;0;0;3;180;1;6
LAX;Satellite 2;4/19/2019;1500 - 1600;7;19;11;23;8;23;263;34;0;0;0;0;0;7;304;2;6
LAX;Satellite 2;4/19/2019;1700 - 1800;8;22;7;16;8;22;157;7;0;0;0;0;0;4;168;2;5
LAX;Satellite 2;4/19/2019;1800 - 1900;10;25;13;28;11;28;404;126;0;0;0;0;0;18;548;4;5
LAX;Satellite 2;4/19/2019;1900 - 2000;8;15;8;14;8;15;167;0;0;0;0;0;0;5;172;1;4
LAX;Satellite 7;4/19/2019;1000 - 1100;24;59;35;65;27;65;38;227;108;25;7;0;0;14;419;2;8
LAX;Satellite 7;4/19/2019;1200 - 1300;9;18;11;18;9;18;119;15;0;0;0;0;0;3;137;1;5
LAX;Satellite 7;4/19/2019;1600 - 1700;12;35;20;46;15;46;404;270;36;4;0;0;0;20;734;4;8
LAX;Satellite 7;4/19/2019;1700 - 1800;13;41;20;41;15;41;128;86;16;0;0;0;0;8;238;2;6
LAX;Satellite 7;4/19/2019;1800 - 1900;10;19;13;19;10;19;229;31;0;0;0;0;0;5;265;2;7
LAX;Satellite 7;4/19/2019;2000 - 2100;20;27;0;0;20;27;5;11;0;0;0;0;0;0;16;1;0
LAX;Satellite 7;4/19/2019;2100 - 2200;18;20;0;0;18;20;0;7;0;0;0;0;0;0;7;1;0
LAX;Terminal 4;4/19/2019;0600 - 0700;12;14;0;0;12;14;13;0;0;0;0;0;0;0;13;1;0
LAX;Terminal 4;4/19/2019;0900 - 1000;26;53;39;67;30;67;10;180;50;19;14;0;0;8;281;1;4
LAX;Terminal 4;4/19/2019;1100 - 1200;21;43;27;48;23;48;35;167;32;5;0;0;0;8;247;1;6
LAX;Terminal 4;4/19/2019;1300 - 1400;5;24;22;51;16;51;142;21;33;14;0;0;0;7;217;1;5
LAX;Terminal 4;4/19/2019;1400 - 1500;22;31;0;0;22;31;4;14;1;0;0;0;0;2;21;2;0
LAX;Terminal 4;4/19/2019;1500 - 1600;18;33;30;63;27;63;23;141;54;18;4;0;0;8;248;1;7
LAX;Terminal 4;4/19/2019;1700 - 1800;17;24;0;0;17;24;5;5;0;0;0;0;0;0;10;1;0
LAX;Terminal 4;4/19/2019;2000 - 2100;11;15;0;0;11;15;8;0;0;0;0;0;0;1;9;1;0
LAX;Tom Bradley International Terminal;4/19/2019;0600 - 0700;6;64;24;72;20;72;1214;504;238;202;76;0;0;65;2299;7;22
LAX;Tom Bradley International Terminal;4/19/2019;0700 - 0800;11;62;27;94;20;94;698;305;59;104;105;3;0;38;1312;5;21
LAX;Tom Bradley International Terminal;4/19/2019;0800 - 0900;12;27;16;48;15;48;292;176;25;4;0;0;0;19;516;4;18
LAX;Tom Bradley International Terminal;4/19/2019;0900 - 1000;11;52;21;63;16;63;937;368;174;58;2;0;0;55;1594;7;25
LAX;Tom Bradley International Terminal;4/19/2019;1000 - 1100;8;43;22;63;15;63;688;241;111;76;1;0;0;39;1156;4;25
